Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
983,2003,NBA,1,16,BOS,Troy Bell,22.233,G,us,Boston College,2004.0,2004.0,6.0,5.7,1.8,0.7,0.7,0.2,0.0,0.222,0.286,0.0,1.0,-0.2,-0.326
984,2003,NBA,2,30,NYK,Maciej Lampe,18.145,C,pl,,2004.0,2006.0,64.0,9.9,3.4,2.2,0.3,0.1,0.2,0.407,0.413,0.25,0.676,-0.2,-0.014
985,2003,NBA,2,58,DET,Andreas Glyniadakis,21.314,C,gr,,2007.0,2007.0,13.0,6.2,1.3,0.6,0.1,0.0,0.0,0.471,0.471,,0.5,-0.2,-0.143
986,2004,NBA,1,23,POR,Sergei Monia,21.076,F,ru,,2006.0,2006.0,26.0,13.2,3.0,2.0,0.7,0.3,0.2,0.333,0.377,0.265,0.714,-0.2,-0.025
987,2004,NBA,2,33,LAC,Lionel Chalmers,23.232,G,us,Xavier University,2005.0,2005.0,36.0,12.0,3.1,0.9,1.4,0.4,0.0,0.336,0.395,0.245,0.625,-0.2,-0.025
988,2004,NBA,2,46,POR,Ha Seung-Jin,18.329,C,kr,,2005.0,2006.0,46.0,6.9,1.5,1.5,0.1,0.1,0.3,0.519,0.519,,0.5,-0.2,-0.029
989,2005,NBA,2,41,TOR,Roko Ukic,21.052,G,hr,,2009.0,2010.0,85.0,11.6,4.0,0.9,1.9,0.4,0.0,0.387,0.439,0.189,0.746,-0.2,-0.007
990,2005,NBA,2,43,NJN,Mile Ilic,21.031,C,ba,,2007.0,2007.0,5.0,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,-0.2,-1.264
991,2005,NBA,2,60,DET,Alex Acker,22.164,G,us,Pepperdine University,2006.0,2009.0,30.0,7.8,2.7,1.0,0.5,0.2,0.1,0.37,0.388,0.32,0.5,-0.2,-0.043
992,2006,NBA,2,59,SAS,Damir Markota,20.189,C,ba,,2007.0,2007.0,30.0,5.7,1.7,1.0,0.2,0.1,0.0,0.365,0.361,0.375,0.636,-0.2,-0.07
993,2007,NBA,2,53,POR,Demetris Nichols,22.302,F,us,Syracuse University,2008.0,2009.0,18.0,3.2,1.2,0.4,0.1,0.0,0.2,0.281,0.353,0.2,0.5,-0.2,-0.203
994,2007,NBA,2,59,PHO,D.J. Strawberry,22.018,G,us,University of Maryland,2008.0,2008.0,33.0,8.2,2.2,0.8,0.9,0.4,0.2,0.315,0.343,0.24,0.474,-0.2,-0.031
995,2009,NBA,1,11,NJN,Terrence Williams,22.003,F,us,University of Louisville,2010.0,2013.0,153.0,19.1,7.1,3.6,2.4,0.5,0.1,0.412,0.432,0.317,0.659,-0.2,-0.004
996,2010,NBA,1,21,OKC,Craig Brackins,22.264,F,us,Iowa State University,2011.0,2012.0,17.0,7.1,1.8,1.1,0.5,0.1,0.1,0.265,0.286,0.214,0.5,-0.2,-0.089
997,2010,NBA,2,37,MIL,Darington Hobson,22.274,G,us,University of New Mexico,2012.0,2012.0,5.0,7.8,0.8,0.6,1.2,0.0,0.0,0.154,0.286,0.0,,-0.2,-0.225
998,2010,NBA,2,38,NYK,Andy Rautins,23.24,G,us,Syracuse University,2011.0,2011.0,5.0,4.8,1.6,0.2,0.6,0.2,0.0,0.429,0.667,0.25,0.5,-0.2,-0.314
999,2012,NBA,2,54,PHI,Tornike Shengelia,20.272,F,ge,,2013.0,2014.0,45.0,5.5,1.3,0.9,0.4,0.1,0.0,0.451,0.512,0.125,0.5,-0.2,-0.032
1000,2013,NBA,2,35,PHI,Glen Rice,22.183,G,us,Georgia Institute of Technology,2014.0,2015.0,16.0,9.5,2.7,1.5,0.6,0.4,0.1,0.269,0.286,0.25,0.692,-0.2,-0.065
1001,2013,NBA,2,56,DET,Peyton Siva,22.252,G,us,University of Louisville,2014.0,2014.0,24.0,9.3,2.3,0.6,1.4,0.4,0.0,0.316,0.344,0.28,0.733,-0.2,-0.032
1002,2014,NBA,2,47,PHI,Russ Smith,23.074,G,us,University of Louisville,2015.0,2016.0,27.0,4.9,2.0,0.6,0.7,0.3,0.0,0.319,0.387,0.188,0.769,-0.2,-0.068
1003,2015,NBA,2,34,LAL,Anthony Brown,22.263,F-G,us,Stanford University,2016.0,2018.0,41.0,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,-0.016
1004,2017,NBA,1,5,SAC,De'Aaron Fox,19.189,G,us,University of Kentucky,2018.0,2019.0,79.0,28.1,12.0,2.9,4.6,1.0,0.3,0.417,0.446,0.298,0.711,-0.2,-0.004
1005,2017,NBA,2,39,PHI,Jawun Evans,20.336,G,us,Oklahoma State University,2018.0,2018.0,48.0,16.2,4.8,1.8,2.1,0.8,0.1,0.352,0.372,0.278,0.776,-0.2,-0.011
1006,2002,NBA,2,54,NJN,Tamar Slay,22.09,G,us,Marshall University,2003.0,2005.0,66.0,7.8,2.6,1.1,0.5,0.4,0.1,0.361,0.392,0.265,0.538,-0.3,-0.029
1007,2011,NBA,2,32,CLE,Justin Harper,21.302,F,us,University of Richmond,2012.0,2017.0,22.0,6.8,2.0,0.8,0.2,0.1,0.1,0.34,0.417,0.276,0.333,-0.3,-0.093
1008,2011,NBA,2,41,LAL,Darius Morris,20.176,G,us,University of Michigan,2012.0,2015.0,132.0,11.1,3.3,1.0,1.4,0.3,0.0,0.384,0.416,0.322,0.63,-0.3,-0.01
1009,2012,NBA,2,47,UTA,Kevin Murphy,22.12,G,us,Tennessee Technological University,2013.0,2013.0,17.0,3.1,0.9,0.2,0.1,0.1,0.0,0.25,0.261,0.2,,-0.3,-0.272
1010,2012,NBA,2,55,DAL,Darius Johnson-Odom,22.279,G,us,Marquette University,2013.0,2014.0,7.0,3.0,0.0,0.9,0.3,0.1,0.0,0.0,0.0,0.0,0.0,-0.3,-0.597
1011,2014,NBA,2,56,DEN,Roy Devyn Marble,21.283,G-F,us,University of Iowa,2015.0,2016.0,44.0,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028
1012,2016,NBA,1,4,PHO,Dragan Bender,18.223,F,ba,,2017.0,2019.0,127.0,20.9,5.3,3.7,1.2,0.3,0.6,0.378,0.441,0.344,0.694,-0.3,-0.006
1013,2016,NBA,2,43,HOU,Zhou Qi,20.164,F-C,cn,,2018.0,2018.0,18.0,6.9,1.2,1.2,0.1,0.1,0.8,0.188,0.308,0.105,0.667,-0.3,-0.104
1014,2016,NBA,2,47,ORL,Jake Layman,22.114,F,us,University of Maryland,2017.0,2019.0,74.0,6.2,1.7,0.6,0.3,0.2,0.1,0.309,0.38,0.244,0.727,-0.3,-0.033
1015,2016,NBA,2,50,IND,Georges Niang,23.012,F,us,Iowa State University,2017.0,2019.0,36.0,4.1,1.2,0.9,0.3,0.1,0.0,0.31,0.4,0.174,0.75,-0.3,-0.083
1016,2017,NBA,2,32,PHO,Davon Reed,22.017,G,us,University of Miami,2018.0,2018.0,21.0,11.5,3.0,1.9,0.6,0.5,0.1,0.289,0.289,0.289,0.667,-0.3,-0.059
1017,1999,NBA,1,12,TOR,Aleksandar Radojevic,22.331,C,me,Barton County Community College,2000.0,2005.0,15.0,10.1,1.7,2.4,0.5,0.1,0.2,0.308,0.308,,0.625,-0.4,-0.13
1018,2001,NBA,1,21,BOS,Joseph Forte,20.101,G,us,University of North Carolina,2002.0,2003.0,25.0,5.0,1.2,0.7,0.7,0.2,0.0,0.234,0.268,0.0,0.8,-0.4,-0.166
1019,2002,NBA,1,19,UTA,Ryan Humphrey,22.343,F,us,University of Notre Dame,2003.0,2005.0,85.0,9.1,2.3,2.2,0.2,0.2,0.2,0.344,0.348,0.0,0.539,-0.4,-0.027
1020,2004,NBA,1,8,TOR,Rafael Araujo,23.322,C,br,Brigham Young University,2005.0,2007.0,139.0,11.4,2.8,2.8,0.3,0.4,0.1,0.405,0.407,0.25,0.679,-0.4,-0.013
1021,2008,NBA,2,55,POR,Mike Taylor,22.162,G,us,Iowa State University,2009.0,2009.0,51.0,15.1,5.7,1.7,2.1,0.7,0.0,0.412,0.427,0.325,0.691,-0.4,-0.028
1022,2009,NBA,1,30,CLE,Christian Eyenga,20.008,F,cd,,2011.0,2012.0,51.0,20.6,6.3,2.7,0.8,0.7,0.6,0.411,0.464,0.277,0.611,-0.4,-0.02
1023,2013,NBA,1,30,PHO,Nemanja Nedovic,22.017,G,rs,,2014.0,2014.0,24.0,5.9,1.1,0.6,0.5,0.0,0.0,0.205,0.238,0.167,0.875,-0.4,-0.132
1024,2014,NBA,1,20,TOR,Bruno Caboclo,18.283,F,br,,2015.0,2018.0,35.0,6.1,1.5,1.0,0.3,0.2,0.2,0.282,0.316,0.242,0.833,-0.4,-0.08
1025,2016,NBA,2,54,ATL,Kay Felder,21.092,G,us,Oakland University,2017.0,2018.0,58.0,9.1,3.8,1.0,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.041
1026,2017,NBA,1,20,POR,Harry Giles,19.066,F-C,us,Duke University,2019.0,2019.0,6.0,11.7,3.7,2.8,0.8,0.3,0.3,0.323,0.333,0.0,0.286,-0.4,-0.244
1027,2001,NBA,1,16,CHH,Kirk Haston,22.115,F,us,Indiana University,2002.0,2003.0,27.0,5.0,1.2,1.0,0.3,0.0,0.2,0.232,0.26,0.0,0.5,-0.5,-0.197
1028,2002,NBA,1,27,LAL,Chris Jefferies,22.139,G-F,us,"California State University, Fresno",2003.0,2004.0,72.0,12.0,3.9,1.2,0.4,0.3,0.3,0.383,0.394,0.365,0.667,-0.5,-0.03
1029,2001,NBA,1,23,HOU,Brandon Armstrong,21.016,G,us,Pepperdine University,2002.0,2004.0,108.0,6.5,2.2,0.6,0.2,0.2,0.0,0.352,0.358,0.333,0.6,-0.6,-0.039
1030,2003,NBA,1,15,ORL,Reece Gaines,22.175,G,us,University of Louisville,2004.0,2006.0,71.0,8.5,1.7,0.7,0.7,0.2,0.0,0.324,0.336,0.269,0.606,-0.6,-0.049
1031,2004,NBA,2,53,MIA,Matt Freije,22.271,F,us,Vanderbilt University,2005.0,2007.0,42.0,14.0,3.2,2.0,0.6,0.4,0.1,0.293,0.343,0.224,0.714,-0.6,-0.047
1032,2013,NBA,2,43,MIL,Ricky Ledo,20.295,G,us,Providence College,2014.0,2015.0,28.0,9.9,3.9,1.4,0.8,0.3,0.0,0.336,0.321,0.371,0.769,-0.6,-0.096
1033,2014,NBA,1,15,ATL,Adreian Payne,23.133,F-C,us,Michigan State University,2015.0,2018.0,107.0,13.1,4.0,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019
1034,2014,NBA,2,34,NYK,Cleanthony Early,23.076,F,us,Wichita State University,2015.0,2016.0,56.0,14.3,4.3,2.2,0.8,0.5,0.3,0.346,0.4,0.263,0.75,-0.6,-0.039
1035,2015,NBA,1,17,MIL,Rashad Vaughn,18.317,G,us,"University of Nevada, Las Vegas",2016.0,2018.0,139.0,12.0,3.0,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.692,-0.6,-0.017
1036,1998,NBA,2,35,DAL,Bruno Sundov,18.139,C,hr,,1999.0,2005.0,102.0,5.1,1.7,1.0,0.2,0.1,0.1,0.356,0.374,0.208,0.526,-0.7,-0.062
1037,2001,NBA,2,37,PHI,Damone Brown,22.005,F,us,Syracuse University,2002.0,2005.0,39.0,9.0,2.8,1.3,0.5,0.1,0.2,0.336,0.342,0.286,0.667,-0.7,-0.1
1038,2005,NBA,2,53,BOS,Orien Greene,23.15,G,us,University of Louisiana at Lafayette,2006.0,2011.0,131.0,11.9,2.5,1.5,1.2,0.7,0.1,0.387,0.42,0.212,0.642,-0.7,-0.022
1039,2011,NBA,2,49,MEM,Josh Selby,20.093,G,us,University of Kansas,2012.0,2013.0,38.0,7.8,2.2,0.5,0.9,0.2,0.0,0.33,0.384,0.143,0.72,-0.7,-0.113
1040,1997,NBA,1,28,CHI,Keith Booth,22.265,F,us,University of Maryland,1998.0,1999.0,45.0,10.0,2.9,2.2,0.9,0.5,0.2,0.325,0.342,0.091,0.563,-0.8,-0.08
1041,2000,NBA,1,14,DET,Mateen Cleaves,22.3,G,us,Michigan State University,2001.0,2006.0,167.0,11.2,3.6,1.0,1.9,0.4,0.0,0.389,0.399,0.267,0.728,-0.8,-0.021
1042,2011,NBA,1,21,POR,Nolan Smith,22.338,G,us,Duke University,2012.0,2013.0,84.0,9.9,3.3,1.0,1.2,0.3,0.0,0.371,0.407,0.26,0.714,-0.8,-0.047
1043,2017,NBA,1,9,DAL,Dennis Smith,19.214,G,us,North Carolina State University,2018.0,2019.0,73.0,29.6,15.1,3.7,5.2,1.0,0.3,0.394,0.436,0.308,0.698,-0.8,-0.019
1044,1998,NBA,1,28,CHI,Corey Benjamin,20.125,G,us,Oregon State University,1999.0,2003.0,153.0,14.3,5.5,1.7,0.9,0.5,0.3,0.39,0.423,0.289,0.652,-0.9,-0.019
1045,1999,NBA,1,14,MIN,William Avery,19.331,G,us,Duke University,2000.0,2002.0,142.0,8.5,2.7,0.7,1.4,0.2,0.0,0.33,0.376,0.255,0.714,-0.9,-0.034
1046,2000,NBA,1,24,CHI,Dalibor Bagaric,20.147,C,de,,2001.0,2003.0,95.0,10.2,2.6,2.5,0.4,0.3,0.5,0.361,0.363,0.0,0.559,-0.9,-0.043
1047,2006,NBA,1,28,DAL,Maurice Ager,22.145,G,us,Michigan State University,2007.0,2011.0,82.0,6.2,2.1,0.6,0.2,0.1,0.1,0.339,0.366,0.25,0.566,-0.9,-0.089
1048,2012,NBA,1,29,CHI,Marquis Teague,19.125,G,us,University of Kentucky,2013.0,2018.0,91.0,10.0,2.4,1.0,1.5,0.3,0.1,0.343,0.369,0.222,0.661,-0.9,-0.045
1049,2012,NBA,2,41,POR,Tyshawn Taylor,22.083,G,us,University of Kansas,2013.0,2014.0,61.0,8.0,2.9,0.5,0.9,0.4,0.0,0.354,0.353,0.36,0.684,-0.9,-0.088
1050,2016,NBA,2,42,UTA,Isaiah Whitehead,21.113,G,us,Seton Hall University,2017.0,2018.0,89.0,20.5,7.2,2.4,2.4,0.6,0.4,0.411,0.452,0.305,0.788,-0.9,-0.025
1051,2017,NBA,1,8,NYK,Frank Ntilikina,18.334,G,be,,2018.0,2019.0,84.0,22.4,6.1,2.3,3.2,0.9,0.2,0.367,0.388,0.326,0.722,-0.9,-0.022
1052,2017,NBA,1,4,PHO,Josh Jackson,20.137,F-G,us,University of Kansas,2018.0,2019.0,81.0,25.4,12.9,4.4,1.6,1.0,0.5,0.417,0.463,0.268,0.63,-1.0,-0.024
1053,2001,NBA,2,54,DAL,Kenny Satterfield,20.083,G,us,University of Cincinnati,2002.0,2003.0,75.0,14.2,4.3,1.3,2.3,0.7,0.0,0.335,0.355,0.218,0.746,-1.1,-0.051
1054,2009,NBA,1,6,MIN,Jonny Flynn,20.144,G,us,Syracuse University,2010.0,2012.0,163.0,22.9,9.2,1.9,3.9,0.7,0.0,0.4,0.42,0.338,0.809,-1.1,-0.015
1055,1998,NBA,2,49,ATL,Cory Carr,22.207,G,us,Texas Tech University,1999.0,1999.0,42.0,14.9,4.1,1.2,1.6,0.5,0.2,0.329,0.355,0.167,0.75,-1.2,-0.089
1056,2012,NBA,1,25,MEM,Tony Wroten,19.081,G,us,University of Washington,2013.0,2016.0,145.0,21.2,11.1,2.5,3.0,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021
1057,2006,NBA,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007.0,2010.0,161.0,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021
1058,1997,NBA,1,24,HOU,Rodrick Rhodes,23.28,G-F,us,University of Southern California,1998.0,2000.0,72.0,17.1,5.3,1.2,1.7,1.0,0.2,0.347,0.354,0.2,0.62,-1.6,-0.064
1059,2002,NBA,1,5,DEN,Nikoloz Tskitishvili,19.078,F,ge,,2003.0,2006.0,172.0,11.3,2.9,1.8,0.7,0.3,0.3,0.304,0.332,0.235,0.73,-1.6,-0.039
1060,2006,NBA,1,29,NYK,Mardy Collins,21.333,G,us,Temple University,2007.0,2010.0,189.0,14.7,3.9,1.8,1.7,0.6,0.1,0.38,0.396,0.299,0.599,-1.6,-0.027
1061,2015,NBA,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,,2016.0,2018.0,187.0,25.2,10.8,3.0,4.3,0.8,0.3,0.374,0.396,0.317,0.731,-2.0,-0.02
